id,user,created_at,text,text_lenght,tag,built_in_tag
1371929311914172424,nTangledCloud,2021-03-16 21:00:11,"['microsoft', 'investig', 'potenti', 'tie', 'between', 'partner', 'secur', 'firm', 'exchang', 'server', 'attack', 'code', 'leak']",13,science,#science-filter:retweets
1371845074120802307,steve_stavs,2021-03-16 15:25:27,"['just', 'tri', 'to', 'stop', 'and', 'think', 'about', 'it', 'madetothr', 'mindmanag', 'manag']",11,marketing,#marketing-filter:retweets
1371585712001220608,HungrrryTeddy,2021-03-15 22:14:51,"['the', 'cheeeeezi', 'bread', 'stick', 'have', 'a', 'festiv', 'food', 'in', 'your', 'kitchen', 'the', 'vid', 'recip', 'is', 'on', 'my', 'feed', 'recip', 'foodi']",20,food,#food-filter:retweets
1371882047611019269,mitpress,2021-03-16 17:52:23,"['a', 'massiv', 'congratul', 'to', 'the', 'alchemi', 'of', 'us', 'is', 'a', 'indi', 'award', 'finalist', 'for', 'scienc', 'amp']",16,science,#science-filter:retweets
1371310834043994121,Essay_Writers17,2021-03-15 04:02:35,"['hire', 'me', 'and', 'get', 'uniqu', 'essay', 'pay', 'someon', 'write', 'physic', 'essayhelp', 'english', 'essaypay', 'math', 'essaydu']",15,physics,#physics-filter:retweets
1371000254112407554,GrahamElliottP1,2021-03-14 07:28:27,"['thi', 'kudu', 'wa', 'feed', 'besid', 'the', 'chobe', 'river', 'in', 'botswana', 'you', 'can', 'make', 'out', 'the', 'fascial', 'mark', 'and', 'stripe', 'on', 'her']",21,animal,#animal-filter:retweets
1369707881461907456,AFGuelph,2021-03-10 17:53:01,"['today', 'is', 'tip', 'for', 'beginn', 'here', 's', 'a', 'list', 'of', 'tip', 'for', 'beginn', 'what', 's', 'your', 'favorit', 'comment', 'and', 'tell', 'us', 'your', 'favor']",23,bodybuilding,#bodybuilding-filter:retweets
1371945055662014467,HighTechProduc1,2021-03-16 22:02:45,"['mirror', 'mirror', 'on', 'the', 'wall', 'careo', 'poseidon', 'smart', 'mirror', 'hygien', 'gamif', 'face', 'recognit', 'magnifi', 'virtual', 'tr']",16,innovation,#innovation-filter:retweets
1370239381009788931,GroupZirigoza,2021-03-12 05:05:00,"['explor', 'whether', 'benzalkonium', 'chlorid', 'could', 'be', 'effect', 'against', 'sar', 'cov', 'pharmaceut', 'technolog']",12,medical,#medical-filter:retweets
1371541908644892678,sun2growstore,2021-03-15 19:20:47,"['architectur', 'plantasdeinterior', 'in', 'plastic', 'water', 'can', 'with', 'sprayer']",8,architecture,#architecture-filter:retweets
1371941580425297924,DettaDarnell,2021-03-16 21:48:56,"['one', 'of', 'my', 'veri', 'first', 'mix', 'media', 'paint', 'from', 'such', 'a', 'long', 'time', 'ago', 'x', 'night', 'beauti', 'peopl']",18,art,#art-filter:retweets
1371840949962293255,mk76e,2021-03-16 15:09:04,"['welcom', 'to', 'my', 'blog', 'ottalk', 'occupationaltherapi', 'healthcar', 'innov', 'scienc', 'philosophi', 'datasci', 'bay']",12,science,#science-filter:retweets
1370724226202734605,PGNovaHands,2021-03-13 13:11:37,"['ronanonjohnson', 'tri', 'so', 'hard', 'to', 'be', 'relev', 'i', 'learn', 'earli', 'that', 'patriot', 'don', 't', 'tri', 'to', 'overthrow', 'our', 'govern']",19,government,#government-filter:retweets
1371832014777749513,GrantsOffice,2021-03-16 14:33:34,"['next', 'week', 'get', 'fund', 'for', 'your', 'it', 'and', 'technolog', 'need', 'with', 'the', 'hh', 'provid', 'relief', 'fund', 'regist', 'n']",18,technology,#technology-filter:retweets
1371821009905586181,globalessaypro,2021-03-16 13:49:50,"['hello', 'dm', 'us', 'anytim', 'you', 'encount', 'problem', 'in', 'your', 'coursework', 'in', 'the', 'follow', 'field', 'math', 'algebra', 'calculu']",17,physics,#physics-filter:retweets
1371672249267281920,lucyferatus666,2021-03-16 03:58:43,"['use', 'o', 'cupom', 'offbrasil', 'para', 'ter', 'sempr', 'desconto', 'em', 'sua', 'compra', 'use', 'offbrasil', 'coupon', 'to', 'alway', 'get', 'discount', 'on']",19,bodybuilding,#bodybuilding-filter:retweets
1371534762544824321,launda_sanskari,2021-03-15 18:52:23,"['imagin', 'hurt', 'your', 'own', 'nose', 'for', 'free', 'food', 'free', 'food', 'zomato', 'zomatodeliveryboy']",12,food,#food-filter:retweets
1371544893345136643,superbwriters2,2021-03-15 19:32:39,"['it', 's', 'not', 'too', 'late', 'to', 'improv', 'your', 'gpa', 'dm', 'for', 'help', 'onlineclass', 'essay', 'statist', 'literatur', 'nurs']",17,biology,#biology-filter:retweets
1370061828382937090,Jazmin_C_M,2021-03-11 17:19:29,"['after', 'all', 'of', 'her', 'medic', 'appoint', 'i', 'alway', 'ask', 'my', 'mom', 'did', 'your', 'doctor', 'have', 'an', 'md', 'or', 'do', 'on', 'their', 'badg']",22,medical,#medical-filter:retweets
1371627539718897664,VALVESOLUTIONS,2021-03-16 01:01:03,"['pneumat', 'actuat', 'butterfli', 'valv', 'market', 'on', 'a', 'upward', 'trend', 'global', 'mfg', 'sme']",12,engineering,#engineering-filter:retweets
1371957972419678217,_deetea_,2021-03-16 22:54:05,"['part', 'ye', 'go', 'save', 'your', 'girl', 'art', 'oc', 'oc', 'comic', 'comicpanel', 'webcom', 'demon', 'characterdesign']",14,art,#art-filter:retweets
1371835569794338826,KTPYork,2021-03-16 14:47:41,"['join', 'professor', 'peter', 'ball', 'd', 'ball', 'wed', 'th', 'march', 'at', 'a', 'm', 'wyif', 'innov']",14,innovation,#innovation-filter:retweets
1369468047904419840,esdcloudmedia,2021-03-10 02:00:00,"['the', 'complet', 'men', 's', 'health', 'plan', 'kindl', 'book', 'by', 'j', 'lane', 'avail', 'on', 'amazon', 'buy', 'it', 'now', 'for', 'onli']",19,bodybuilding,#bodybuilding-filter:retweets
1371408254656462850,PrettyPetStore1,2021-03-15 10:29:42,"['pet', 'hound', 'pet', 'train', 'potti', 'bell', 'toy']",7,pet,#pet-filter:retweets
1371863013196636160,tmj_MA_pharm,2021-03-16 16:36:44,"['interest', 'in', 'a', 'job', 'in', 'plymouth', 'ma', 'thi', 'could', 'be', 'a', 'great', 'fit', 'cvspharmtech', 'pharmaci']",15,pharmacy,#pharmacy-filter:retweets
1371840233780678668,LadenJr69,2021-03-16 15:06:13,"['my', 'new', 'routin', 'journey', 'explor', 'discov', 'repeat', 'ladenjr', 'borntobelegend', 'journey', 'travel']",11,travel,#travel-filter:retweets
1371777309225713666,andypoulton,2021-03-16 10:56:11,"['infograph', 'u', 's', 'covid', 'case', 'drop', 'as', 'europ', 'face', 'third', 'wave']",11,covid,#covid-filter:retweets
1371947728834543623,redracc17503830,2021-03-16 22:13:22,"['theuntam', 'modaozushi', 'xuexiao', 'xueyang', 'xiaoxingchen', 'chibiart', 'art', 'fanart', 'xue', 'yang', 'daozhang', 'take', 'as', 'much', 'a']",15,art,#art-filter:retweets
1371465151359160324,HOODZRADIO,2021-03-15 14:15:47,"['cultur', 'broken', 'clock', 'by', 'lifestyl']",5,culture,#culture-filter:retweets
1371846291160973314,martechcube,2021-03-16 15:30:18,"['user', 'gener', 'video', 'platform', 'seenit', 'announc', 'storytel', 'summit', 'seenit', 'martech', 'marketingtechnolog']",11,technology,#technology-filter:retweets
1371953602311299076,mdpprogram,2021-03-16 22:36:43,"['is', 'look', 'for', 'a', 'great', 'mechan', 'engin', 'to', 'join', 'the', 'engin', 'servic', 'group', 'at', 'bedford', 'park', 'and']",17,engineering,#engineering-filter:retweets
1371830289614303232,dianadwain,2021-03-16 14:26:43,"['so', 'good', 'i', 'had', 'to', 'share', 'check', 'out', 'all', 'the', 'item', 'i', 'm', 'love', 'on', 'poshmark', 'fashion', 'style', 'shopmycloset']",19,fashion,#fashion-filter:retweets
1370547018184208386,tomforex,2021-03-13 01:27:27,"['a', 'gm', 'sand', 'cast', 'sterl', 'silver', 'seashel', 'necklac', 'avail', 'for', 'sale', 'in', 'our', 'shop']",14,animal,#animal-filter:retweets
1371845576837455883,MITickWatcher,2021-03-16 15:27:27,"['today', 'top', 'flow', 'in', 'technolog', 'sector', 'buy', 'flow', 'amp', 'sell', 'flow', 'aapl', 'fb', 'mu', 'qcom', 'intc', 'msft', 't', 'nvda', 'googl', 'jbl']",21,technology,#technology-filter:retweets
1371860713400987648,ElizabethHarb01,2021-03-16 16:27:36,"['so', 'good', 'i', 'had', 'to', 'share', 'check', 'out', 'all', 'the', 'item', 'i', 'm', 'love', 'on', 'poshmark', 'fashion', 'style', 'shopmycloset']",19,fashion,#fashion-filter:retweets
1371115604317499399,petpalestrino,2021-03-14 15:06:48,"['petpalestrino', 'palmeira', 'avanti', 'logan', 'com', 'mese', 'pet', 'dog', 'puppi', 'filhot', 'vamosganharporco']",11,pet,#pet-filter:retweets
1371780565276495879,SalomonOli,2021-03-16 11:09:07,"['we', 'll', 'alloc', 'of', 'our', 'gdp', 'to', 'research', 'innov', 'buhari', 'innov', 'via']",12,innovation,#innovation-filter:retweets
1369295209641750536,ForDearFriends2,2021-03-09 14:33:12,"['warm', 'and', 'modern', 'pet', 'shelter', 'we', 'welcom', 'you', 'to', 'our', 'page', 'click', 'here', 'pet', 'petshop']",15,pet,#pet-filter:retweets
1371929268658307074,treedefi,2021-03-16 21:00:01,"['congratul', 'for', 'your', 'lotteri', 'implement', 'it', 'will', 'help', 'brew', 'tokenom', 'drastic']",11,innovation,#innovation-filter:retweets
1371555867821236228,tdpel,2021-03-15 20:16:15,"['ogun', 'to', 'be', 'open', 'for', 'industri', 'revolut', 'busi', 'economi', 'feedli', 'govern', 'news', 'nigeria']",13,government,#government-filter:retweets
1371900217797308418,AstroTopic,2021-03-16 19:04:35,"['the', 'amaz', 'physic', 'of', 'persever', 'edl', 'part', 'video', 'mar', 'mar', 'mar']",11,physics,#physics-filter:retweets
1371862402535460864,slaughterpjm,2021-03-16 16:34:19,"['daili', 'tweet', 'for', 'mamamoo', 'brand', 'reput', 'mamamoo', 'solar', 'moonbyul', 'wheein', 'hwasa']",11,solar,#solar-filter:retweets
1371809726887981056,Vaccine41931315,2021-03-16 13:05:00,"['share', 'your', 'view', 'and', 'thought', 'on', 'abo', 'rh', 'blood', 'group', 'and', 'covid', 'tempor', 'analys', 'point', 'out', 'rh', 'neg', 'with', 'the']",20,covid,#covid-filter:retweets
1371849577528229905,DuflaDiligon,2021-03-16 15:43:21,"['araiyo', 'supa', 'lemarti', 'alway', 'a', 'vibe', 'anytim', 'we', 'link', 'up', 'cultur', 'music', 'nairobi']",13,culture,#culture-filter:retweets
1371810812583677952,SmashTraveling,2021-03-16 13:09:19,"['amaz', 'snowi', 'time', 'in', 'i', 'stanbul', 'tuesdayvib', 'daysofwalk', 'travel', 'turkey', 'lockdown']",11,travel,#travel-filter:retweets
1371546724905451522,AnimalComp1,2021-03-15 19:39:55,"['youtub', 'vid', 'link', 'anim', 'anim', 'cute', 'funni', 'funnyanim']",8,animal,#animal-filter:retweets
1371857853263269893,tdpel,2021-03-16 16:16:14,"['lago', 'receiv', 'dose', 'of', 'oxford', 'astrazeneca', 'covid', 'vaccin', 'boov', 'busi', 'covid']",11,business,#business-filter:retweets
1371820077750845443,JourneysAnew,2021-03-16 13:46:08,"['travel', 'tip', 'tuesday', 'travel', 'vacat', 'tip', 'travel']",7,travel,#travel-filter:retweets
1371946218801168387,CDWGWAGov,2021-03-16 22:07:22,"['googl', 'upgrad', 'educ', 'suit', 'unveil', 'new', 'chromebook', 'varieti', 'technolog', 'busi', 'mobil', 'googl']",12,technology,#technology-filter:retweets
1370091681928871937,SNwear,2021-03-11 19:18:06,"['forc', 'strengthen', 'hand', 'grip', 'sportsnwear', 'bodybuild', 'train', 'crossfit', 'workout', 'train']",10,bodybuilding,#bodybuilding-filter:retweets
1371450922971320322,CaraReadRealtor,2021-03-15 13:19:15,"['the', 'outer', 'design', 'of', 'thi', 'offic', 'build', 'must', 'make', 'it', 'easi', 'for', 'visitor', 'to', 'find', 'architectur']",16,architecture,#architecture-filter:retweets
1371471500834914309,CaroleDalin,2021-03-15 14:41:01,"['bread', 'and', 'butter', 'or', 'brioch', 'and', 'sugar', 'idli', 'and', 'sambar', 'pretzel', 'and', 'salt', 'cooki', 'and', 'milk', 'for', 'german', 'it', 'could', 'be']",21,food,#food-filter:retweets
1371893063409405955,MAPConsulting,2021-03-16 18:36:09,"['in', 'today', 's', 'competit', 'often', 'errat', 'busi', 'climat', 'have', 'consist', 'around', 'account', 'give', 'you', 'crucial']",15,business,#business-filter:retweets
1371268998424313856,HomeAdore,2021-03-15 01:16:20,"['summer', 'home', 'by', 'chiara', 'armando', 'architectur', 'home', 'decor', 'interiordesign']",9,architecture,#architecture-filter:retweets
1371856063063015426,SolartheCEO,2021-03-16 16:09:07,"['stream', 'adrenalin', 'the', 'place', 'where', 'few', 'peopl']",7,solar,#solar-filter:retweets
1369369502723489797,IngridStarfish,2021-03-09 19:28:25,"['mani', 'indigen', 'and', 'other', 'rural', 'commun', 'have', 'been', 'gain', 'control', 'of', 'their', 'local', 'natur', 'resourc', 'so', 'that', 'th']",18,political,#political-filter:retweets
1371091731723194369,PhdBernstein,2021-03-14 13:31:57,"['track', 'the', 'other', 'day', 'i', 'wrote', 'a', 'blog', 'about', 'old', 'sci', 'fi', 'movi', 'the', 'busi', 'clairvoy', 'cultur', 'occult', 'polit']",19,culture,#culture-filter:retweets
1371916176398426112,cantstopever1,2021-03-16 20:08:00,"['isn', 't', 'it', 'crazi', 'that', 'scienc', 'is', 'even', 'a', 'thing', 'i', 'mean', 'how', 'can', 'you', 'even', 'consid', 'not', 'scienc', 'as', 'a', 'posit', 'or', 'belief', 'or', 'a', 'choic']",27,science,#science-filter:retweets
1371879449239638016,eVisitorGuide,2021-03-16 17:42:03,"['for', 'authent', 'thai', 'cuisin', 'head', 'to', 'chi', 'in', 'a', 'local', 'fave', 'for', 'over', 'year', 'fresh', 'tradi']",16,travel,#travel-filter:retweets
1370839355737178120,MiaSandova,2021-03-13 20:49:06,"['legit', 'and', 'reliabl', 'result', 'in', 'onlin', 'class', 'math', 'algebra', 'calculu', 'statist', 'biolog', 'essay', 'due', 'assign']",15,physics,#physics-filter:retweets
1371786616675569665,NewsmoveIn,2021-03-16 11:33:10,"['assam', 's', 'public', 'resourc', 'aren', 't', 'safe', 'as', 'long', 'as', 'bjp', 'is', 'in', 'power', 'chattisgarh', 'cm', 'baghel', 'bhupeshbaghel', 'bjp']",19,election,#election-filter:retweets
1370155096370204672,taicheUK,2021-03-11 23:30:05,"['laptopskin', 'by', 'taich', 'american', 'bulldog', 'artist', 'pet', 'portrait', 'americanbulldog', 'anim', 'bulldog', 'cute', 'dog', 'pet']",14,pet,#pet-filter:retweets
1369747106081239045,Panic_Panther,2021-03-10 20:28:53,"['the', 'final', 'product', 'of', 'my', 'pet', 'portrait', 'commiss', 'xin', 'color', 'pencil', 'pet', 'portrait', 'watercolor', 'background', 'acryl']",16,pet,#pet-filter:retweets
1371940010379915264,BestRemoteJobs1,2021-03-16 21:42:42,"['hopin', 'is', 'look', 'for', 'a', 'remot', 'custom', 'success', 'manag', 'amer', 'workathom', 'remotework', 'digitalnomad', 'remotejob']",14,job,#job-filter:retweets
1371859187689521157,triviappolis,2021-03-16 16:21:32,"['seed', 'in', 'the', 'west', 'of', 'the', 'ncaatourna', 'is', 'the', 'jesuit', 'colleg', 'in', 'omaha', 'for', 'more', 'educ']",16,travel,#travel-filter:retweets
1371882484028354573,buy1_best,2021-03-16 17:54:07,"['calvin', 'klein', 'women', 'three', 'quarter', 'sleev', 'midi', 'shirt', 'dress', 'with', 'self', 'belt', 'best', 'calvin', 'klein']",15,fashion,#fashion-filter:retweets
1371812244464533506,Filtr8,2021-03-16 13:15:00,"['meatless', 'farm', 'partner', 'with', 'real', 'madrid', 'for', 'convers', 'campaign', 'market', 'contentmarket', 'inboundmarket']",12,marketing,#marketing-filter:retweets
1370927682062540806,MammaPrada,2021-03-14 02:40:04,"['teach', 'your', 'children', 'about', 'cultur', 'import', 'feedli', 'cultur', 'divers']",9,culture,#culture-filter:retweets
1371830414998786050,PoshinPassion,2021-03-16 14:27:12,"['so', 'good', 'i', 'had', 'to', 'share', 'check', 'out', 'all', 'the', 'item', 'i', 'm', 'love', 'on', 'poshmark', 'fashion', 'style', 'shopmycloset']",19,fashion,#fashion-filter:retweets
1371562094043279365,AraGate92901867,2021-03-15 20:41:00,"['exterior', 'design', 'is', 'import', 'becaus', 'it', 'give', 'life', 'to', 'your', 'home', 'contact', 'me', 'architectur']",14,architecture,#architecture-filter:retweets
1371844713620328452,FunnelContent,2021-03-16 15:24:02,"['freelancewrit', 'compet', 'on', 'price', 'will', 'find', 'themselv', 'go', 'broke', 'and', 'flame', 'out', 'of', 'the', 'freelanc', 'game', 'here', 's']",18,marketing,#marketing-filter:retweets
1370169054623895556,CentristCa,2021-03-12 00:25:33,"['centrist', 'parti', 'of', 'canada', 'is', 'accept', 'nomin', 'applic', 'for', 'candid', 'across', 'canada', 'to', 'run', 'in', 'the', 'next']",17,election,#election-filter:retweets
1371851295477366786,therewegotmmm,2021-03-16 15:50:11,"['daili', 'tweet', 'for', 'mamamoo', 'brand', 'reput', 'mamamoo', 'solar', 'moonbyul', 'wheein', 'hwasa']",11,solar,#solar-filter:retweets
1371106375716196353,wellcaregroup,2021-03-14 14:30:08,"['beureril', 'infraredlamp', 'provid', 'sooth', 'heat', 'to', 'reliev', 'cold', 'amp', 'muscl', 'tension', 'order', 'at']",13,pharmacy,#pharmacy-filter:retweets
1371893080668864512,fitnesstip5,2021-03-16 18:36:13,"['increas', 'the', 'amount', 'of', 'physic', 'exercis', 'undertaken', 'can', 'help', 'to', 'prevent', 'these', 'chang', 'health', 'health', 'fit']",16,gym,#gym-filter:retweets
1371882269078650880,AustenLloyd,2021-03-16 17:53:15,"['new', 'job', 'residenti', 'properti', 'solicitor', 'fee', 'earner', 'locat', 'york', 'salari', 'kpa', 'kpa', 'job', 'hire']",14,job,#job-filter:retweets
1371193002341847040,SuperiorPro13,2021-03-14 20:14:21,"['secur', 'top', 'score', 'with', 'our', 'profici', 'writer', 'cours', 'work', 'excel', 'project', 'essay', 'pay', 'write', 'english', 'paper', 'pay']",17,physics,#physics-filter:retweets
1371849749305962504,OnlineGraders,2021-03-16 15:44:02,"['we', 'are', 'the', 'top', 'onlin', 'writer', 'pay', 'essay', 'pay', 'homework', 'stat', 'lab', 'report', 'algebra', 'scienc', 'calculu']",16,biology,#biology-filter:retweets
1371587493481549832,chale983,2021-03-15 22:21:55,"['hello', 'former', 'haitian', 'senat', 'memeb', 'of', 'the', 'opposit', 'y', 'all', 'know', 'what', 'y', 'all', 'are', 'talk', 'about', 'wh']",18,election,#election-filter:retweets
1371944406505426953,Modis_Australia,2021-03-16 22:00:10,"['as', 'we', 'adjust', 'to', 'the', 'new', 'normal', 'it', 's', 'time', 'to', 'look', 'where', 'your', 'app', 'modernis', 'ha', 'land', 'amp', 'the', 'role', 'that', 'cloud', 'can']",24,innovation,#innovation-filter:retweets
